Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2018-06-02,Solo: A Star Wars Story,2018,https://boxd.it/sE6AL,3.5,,,2018-06-02
2018-06-02,Monsters University,2013,https://boxd.it/sE9kB,3,Yes,,2018-06-02
2018-06-07,The Hunger Games,2012,https://boxd.it/sOB6H,2.5,,,2018-06-06
2018-06-09,Mothlight,1963,https://boxd.it/sSjOJ,3.5,,,2018-06-09
2018-06-16,The Tenant,1976,https://boxd.it/t7Nc1,2,,,2018-06-16
2018-06-24,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/tp0ph,4.5,,,2018-06-24
2018-06-25,Anomalisa,2015,https://boxd.it/trP5L,4.5,,,2018-06-25
2018-06-26,The End of the Tour,2015,https://boxd.it/ttQxl,3.5,,,2018-06-26
2018-06-30,"Synecdoche, New York",2008,https://boxd.it/tA4En,5,Yes,,2018-06-30
2018-07-01,Jurassic World: Fallen Kingdom,2018,https://boxd.it/tDIzX,1.5,,,2018-07-01
2018-07-03,The First Grader,2010,https://boxd.it/tIeCx,3,,,2018-07-03
2018-07-04,Life of Brian,1979,https://boxd.it/tKnHv,4,Yes,,2018-07-04
