Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-10-06,Bram Stoker's Dracula,1992,https://boxd.it/3ikcZ7,2.5,Yes,,2022-10-06
2022-10-06,About Elly,2009,https://boxd.it/3ikdhF,4,Yes,,2022-10-06
2022-12-10,Smiley Face,2007,https://boxd.it/3w4pkb,3.5,,,2022-12-09
2022-12-10,Battle Royale,2000,https://boxd.it/3w4pFD,3,,,2022-12-10
2022-12-13,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/3wNaM5,3.5,,,2022-12-13
2022-12-26,Scary Movie 4,2006,https://boxd.it/3Aeb9p,0.5,,,2022-12-26
2023-01-08,Adaptation.,2002,https://boxd.it/3FxAMz,3,Yes,,2023-01-08
